Bab,Fasl,Madda,Text,Bab_name,fasl_name
5,2,142," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٢)
يشترط لقبول الترشح لرئاسة الجمهورية أن يزكى المترشح عشرون عضوًا على الأقل من أعضاء مجلس النواب، أو أن يؤيده ما لا يقل عن خمسة وعشرين ألف مواطن ممن لهم حق الانتخاب فى خمس عشرة محافظة على الأقل، وبحد أدنى ألف مؤيد من كل محافظة منها.
وفى جميع الأحوال، لا يجوز تأييد أكثر من مترشح، وذلك على النحو الذى ينظمه القانون.

", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,143," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٣)
ينتخب رئيس الجمهورية عن طريق الاقتراع العام السرى المباشر، وذلك بالأغلبية المطلقة لعدد الأصوات الصحيحة، وينظم القانون إجراءات انتخاب رئيس الجمهورية.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,144," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٤)
يشترط أن يؤدى رئيس الجمهورية، قبل أن يتولى مهام منصبه، أمام مجلس النواب اليمين الآتية ""أقسم بالله العظيم أن أحافظ مخلصًا على النظام الجمهورى، وأن أحترم الدستور والقانون، وأن أرعى مصالح الشعب رعاية كاملة، وأن أحافظ على استقلال الوطن ووحدة وسلامة أراضيه"".
ويكون أداء اليمين أمام الجمعية العامة للمحكمة الدستورية العليا فى حالة عدم وجود مجلس النواب.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,145," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٥)
يحدد القانون مرتب رئيس الجمهورية، ولا يجوز له أن يتقاضى أى مرتب أو مكافأة أخرى، ولا يسرى أى تعديل فى المرتب أثناء مدة الرئاسة التى تقرر فيها، ولا يجوز لرئيس الجمهورية أن يزاول طوال مدة توليه المنصب، بالذات أو بالواسطة، مهنة حرة، أو عملًا تجاريًا، أو ماليًا، أو صناعيًا، ولا أن يشترى، أو يستأجر شيئا من أموال الدولة، أو أى من أشخاص القانون العام، أو شركات القطاع العام، أو قطاع الأعمال العام، ولا أن يؤجرها، أو يبيعها شيئا من أمواله، ولا أن يقايضها عليه، ولا أن يبرم معها عقد التزام، أو توريد، أو مقاولة، أو
غيرها. ويقع باطلا أى من هذة التصرفات.
ويتعين على رئيس الجمهورية تقديم إقرار ذمة مالية عند توليه المنصب، وعند تركه، وفى نهاية كل عام، وينشر الإقرار فى الجريدة الرسمية.
ولا يجوز لرئيس الجمهورية أن يمنح نفسه أى أوسمة، أو نياشين، أو أنواط.
وإذا تلقى بالذات أو بالواسطة هدية نقدية، أو عينية، بسبب المنصب أو بمناسبته، تؤول ملكيتها إلى الخزانة العامة للدولة.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,146," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٦)
يكلف رئيس الجمهورية رئيساً لمجلس الوزراء، بتشكيل الحكومة وعرض برنامجه على مجلس النواب، فإذا لم تحصل حكومته على ثقة اغلبية اعضاء مجلس النواب خلال ثلاثين يوماً على الأكثر، يكلف رئيس الجمهورية رئيسا لمجلس الوزراء بترشيح من الحزب أو الائتلاف الحائز على أكثرية مقاعد مجلس النواب، فإذا لم تحصل حكومته على ثقة أغلبية أعضاء مجلس النواب خلال ثلاثين يوماً، عُدّ المجلس منحلاً ويدعو رئيس الجمهورية لانتخاب مجلس نواب جديد خلال ستين يوماً من تاريخ صدور قرار الحل.
وفى جميع الأحوال يجب ألا يزيد مجموع مدد الاختيار المنصوص عليها فى هذه مادة على ستين يوماً.
وفي حالة حل مجلس النواب، يعرض رئيس مجلس الوزراء تشكيل حكومته، وبرنامجها على مجلس النواب الجديد فى أول اجتماع له.
فى حال اختيار الحكومة من الحزب أو الائتلاف الحائز على أكثرية مقاعد مجلس النواب، يكون لرئيس الجمهورية، بالتشاور مع رئيس مجلس الوزراء، اختيار وزراء الدفاع والداخلية والخارجية والعدل.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,147," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٧)
لرئيس الجمهورية إعفاء الحكومة من أداء عملها بشرط موافقة أغلبية أعضاء مجلس النواب.
ولرئيس الجمهورية إجراء تعديل وزارى بعد التشاور مع رئيس الوزراء وموافقة مجلس النواب بالأغلبية المطلقة للحاضرين وبما لا يقل عن ثلث أعضاء المجلس.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,148," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٨)
لرئيس الجمهورية أن يفوض بعض اختصاصاته لرئيس مجلس الوزراء، أو لنوابه، أو للوزراء، أو للمحافظين، ولا يجوز لأحد منهم أن يفوض غيره، وذلك على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,149," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٤٩)
لرئيس الجمهورية دعوة الحكومة للاجتماع للتشاور فى الأمور المهمة، ويتولى رئاسة الاجتماع الذى يحضره.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,150," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٠)
يضع رئيس الجمهورية، بالاشتراك مع مجلس الوزراء، السياسة العامة للدولة، ويشرفان على تنفيذها، على النحو المبين فى الدستور.
ولرئيس الجمهورية أن يلقي بيانًا حول السياسة العامة للدولة أمام مجلس النواب عند افتتاح دور انعقاده العادى السنوى.
ويجوز له إلقاء بيانات، أو توجيه رسائل أخرى إلى المجلس.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,150(1)," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٠ مكرراً) (١)
لرئيس الجمهورية أن يعين نائباً له أو أكثر، ويحدد اختصاصاتهم، وله أن يفوضهم فى بعض اختصاصاته، وأن يعفيهم من مناصبهم، وأن يقبل استقالتهم.

ويؤدى نواب رئيس الجمهورية قبل تولى مهام مناصبهم اليمين المنصوص عليها فى المادة ١٤٤ من الدستور أمام رئيس الجمهورية.

وتسرى فى شأن نواب رئيس الجمهورية الأحكام الواردة بالدستور فى المواد ١٤١، ١٤٥، ١٧٣.
(١) مضافة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,151," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥١)
يمثل رئيس الجمهورية الدولة فى علاقاتها الخارجية، ويبرم المعاهدات، ويصدق عليها بعد موافقة مجلس النواب، وتكون لها قوة القانون بعد نشرها وفقًا لأحكام الدستور.
ويجب دعوة الناخبين للاستفتاء على معاهدات الصلح والتحالف وما يتعلق بحقوق السيادة، ولا يتم التصديق عليها إلا بعد إعلان نتيجة الاستفتاء بالموافقة.
وفى جميع الأحوال لا يجوز إبرام أية معاهدة تخالف أحكام الدستور، أو يترتب عليها التنازل عن أى جزء من إقليم الدولة.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,152," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٢)
رئيس الجمهورية هو القائد الأعلى للقوات المسلحة، ولا يعلن الحرب، ولا يرسل القوات المسلحة فى مهمة قتالية إلى خارج حدود الدولة، إلا بعد أخذ رأى مجلس الدفاع الوطنى، وموافقة مجلس النواب بأغلبية ثلثى الأعضاء.
فإذا كان مجلس النواب غير قائم، يجب أخذ رأى المجلس الأعلى للقوات المسلحة، وموافقة كل من مجلس الوزراء ومجلس الدفاع الوطنى", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,153," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٣)
يعين رئيس الجمهورية الموظفين المدنيين، والعسكريين، والممثلين السياسيين، ويعفيهم من مناصبهم، ويعتمد الممثلين السياسيين للدول والهيئات الأجنبية، وفقاً للقانون.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,154," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٤)
يعلن رئيس الجمهورية، بعد أخذ رأى مجلس الوزراء حالة الطوارئ، على النحو الذى ينظمه القانون، ويجب عرض هذا الإعلان على مجلس النواب خلال الأيام السبعة التالية ليقرر ما يراه بشأنه.
وإذا حدث الإعلان فى غير دور الانعقاد العادى، وجب دعوة المجلس للانعقاد فورًا للعرض عليه.
وفى جميع الأحوال تجب موافقة أغلبية عدد أعضاء المجلس على إعلان حالة الطوارئ، ويكون إعلانها لمدة محددة لا تجاوز ثلاثة أشهر، ولا تمد إلا لمدة أخرى مماثلة، بعد موافقة ثلثى عدد أعضاء المجلس. وإذا كان المجلس غير قائم، يعرض الأمر على مجلس الوزراء للموافقة، على أن يعرض على مجلس النواب الجديد فى أول اجتماع له.
ولا يجوز حل مجلس النواب أثناء سريان حالة الطوارئ.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,155," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٥)
لرئيس الجمهورية بعد أخذ رأى مجلس الوزراء العفو عن العقوبة، أو تخفيفها.
ولا يكون العفو الشامل إلا بقانون، يُقر بموافقة أغلبية أعضاء مجلس النواب.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,156," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٦)
إذا حدث فى غير دور انعقاد مجلس النواب ما يوجب الإسراع فى اتخاذ تدابير لا تحتمل التأخير، يدعو رئيس الجمهورية المجلس لانعقاد طارئ لعرض الأمر عليه. وإذا كان مجلس النواب غير قائم، يجوز لرئيس الجمهورية إصدار قرارات بقوانين، على أن يتم عرضها ومناقشتها والموافقة عليها خلال خمسة عشر يوماً من انعقاد المجلس الجديد، فإذا لم تعرض وتناقش أو إذا عرضت ولم يقرها المجلس، زال بأثر رجعى ما كان لها من قوة القانون، دون حاجة إلى إصدار قرار بذلك، إلا إذا رأى المجلس اعتماد نفاذها فى الفترة السابقة، أو تسوية ما ترتب عليها من آثار.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,157," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٧)
لرئيس الجمهورية أن يدعو الناخبين للاستفتاء فى المسائل التى تتصل بمصالح البلاد العليا، وذلك فيما لا يخالف أحكام الدستور.
وإذا اشتملت الدعوة للاستفتاء على أكثر من مسأله، وجب التصويت على كل واحدة منها.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,158," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٨)
لرئيس الجمهورية أن يقدم استقالته إلى مجلس النواب فإذا كان المجلس غير قائم، قدمها إلى الجمعية العامة للمحكمة الدستورية العليا.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,159," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٥٩)
يكون اتهام رئيس الجمهورية بانتهاك أحكام الدستور، أو بالخيانة العظمى، أو أية جناية أخرى، بناء على طلب موقع من أغلبية أعضاء مجلس النواب على الأقل، ولا يصدر قرار الاتهام إلا بأغلبية ثلثى أعضاء المجلس، وبعد تحقيق يجريه معه النائب العام. وإذا كان به مانع يحل محله أحد مساعديه.
وبمجرد صدور هذا القرار، يوقف رئيس الجمهورية عن عمله، ويعتبر ذلك مانعاً مؤقتاً يحول دون مباشرته لاختصاصاته حتى صدور حكم فى الدعوى.
ويحاكم رئيس الجمهورية أمام محكمة خاصة يرأسها رئيس مجلس القضاء الأعلى، وعضوية أقدم نائب لرئيس المحكمة الدستورية العليا، وأقدم نائب لرئيس مجلس الدولة، وأقدم رئيسين بمحاكم الاستئناف، ويتولى الادعاء أمامها النائب العام، وإذا قام بأحدهم مانع، حل محله من يليه فى الأقدمية، وأحكام المحكمة نهائية غير قابلة للطعن.
وينظم القانون إجراءات التحقيق، والمحاكمة، وإذا حكم بإدانة رئيس الجمهورية أعفى من منصبه، مع عدم الإخلال بالعقوبات الأخرى.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,160," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٦٠) (١)
إذا قام مانع مؤقت يحول دون مباشرة رئيس الجمهورية لسلطاته، حل محله نائب رئيس الجمهورية، أو رئيس مجلس الوزراء عند عدم وجود نائب لرئيس الجمهورية أو تعذر حلوله محله.
وعند خلو منصب رئيس الجمهورية للاستقالة، أو الوفاة، أو العجز الدائم عن العمل، يعلن مجلس النواب خلو المنصب. ويكون إعلان خلو المنصب بأغلبية ثلثى الأعضاء على الأقل إذا كان ذلك لأى سبب آخر.
ويخطر مجلس النواب الهيئة الوطنية للانتخابات، ويباشر رئيس مجلس النواب مؤقتاً سلطات رئيس الجمهورية.
وإذا كان مجلس النواب غير قائم، تحل الجمعية العامة للمحكمة الدستورية العليا ورئيسها، محل المجلس ورئيسه، فيما تقدم.
وفى جميع الأحوال، يجب أن يُنتخب الرئيس الجديد فى مدة لا تجاوز تسعين يوماً من تاريخ خلو المنصب، وتبدأ مدة الرئاسة فى هذه الحالة من تاريخ إعلان نتيجة الانتخاب.
ولا يجوز لمن حل محل رئيس الجمهورية، أو لرئيس الجمهورية المؤقت، أن يطلب تعديل الدستور، ولا أن يحل مجلس النواب أو مجلس الشيوخ، ولا أن يُقيل الحكومة.
كما لا يجوز لرئيس الجمهورية المؤقت أن يترشح لهذا المنصب.
(١) الفقرتان الأولى والأخيرة مستبدلتان بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,161," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٦١)
يجوز لمجلس النواب اقتراح سحب الثقة من رئيس الجمهورية، وإجراء انتخابات رئاسية مبكرة، بناءً على طلب مُسبب وموقع من أغلبية أعضاء مجلس النواب على الأقل، وموافقة ثلثى أعضائه. ولا يجوز تقديم هذا الطلب لذات السبب خلال المدة الرئاسية إلا مرة واحدة.
وبمجرد الموافقة على اقتراح سحب الثقة، يطرح أمر سحب الثقة من رئيس الجمهورية وإجراء انتخابات رئاسية مبكرة فى استفتاء عام، بدعوة من رئيس مجلس الوزراء، فإذا وافقت الأغلبية على قرار سحب الثقة، يُعفى رئيس الجمهورية من منصبه ويُعد منصب رئيس الجمهورية خالياً، وتجرى الانتخابات الرئاسية المبكرة خلال ستين يوماً من تاريخ إعلان نتيجة الاستفتاء.
وإذا كانت نتيجة الاستفتاء بالرفض، عُد مجلس النواب منحلاً، ويدعو رئيس الجمهورية لانتخاب مجلس جديد للنواب خلال ثلاثين يومًا من تاريخ الحل.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,162," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية
مادة (١٦٢)
إذا تزامن خلو منصب رئيس الجمهورية مع إجراء استفتاء، أو انتخاب مجلس النواب، تُعطى الأسبقية لانتخاب رئيس الجمهورية، ويستمر المجلس لحين إتمام انتخاب الرئيس.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الأول: رئيس الجمهورية"
5,2,163," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٣)
الحكومة هى الهيئة التنفيذية والإدارية العليا للدولة، وتتكون من رئيس مجلس الوزراء، ونوابه، والوزراء، ونوابهم.
ويتولى رئيس مجلس الوزراء رئاسة الحكومة، ويشرف على أعمالها، ويوجهها فى أداء اختصاصاتها.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,164," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٤)
يشترط فيمن يعين رئيسًا لمجلس الوزراء، أن يكون مصريًا من أبوين مصريين، وألا يحمل هو أو زوجه جنسية دولة أخرى، وأن يكون متمتعًا بحقوقه المدنية والسياسية، وان يكون قد أدى الخدمة العسكرية أو أعفى منها قانونًا، وألا تقل سنه عن خمس وثلاثين سنة ميلادية فى تاريخ التكليف.
ويشترط فيمن يعين عضوًا بالحكومة، أن يكون مصريًا، متمتعاً بحقوقه المدنية والسياسية وأن يكون قد أدى الخدمة العسكرية أو أعفى منها قانوناً، بالغًا من العمر ثلاثين سنة ميلادية على الأقل فى تاريخ التكليف.
ولا يجوز الجمع بين عضوية الحكومة، وعضوية مجلس النواب، وإذا عين أحد أعضاء المجلس فى الحكومة، يخلو مكانه فى المجلس من تاريخ هذا التعيين.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,165," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٥)
يشترط أن يؤدى رئيس مجلس الوزراء، وأعضاء الحكومة أمام رئيس الجمهورية، قبل مباشرة مهام مناصبهم، اليمين الآتية ""أقسم بالله العظيم أن أحافظ مخلصًا على النظام الجمهورى، وأن أحترم الدستور والقانون، وأن أرعى مصالح الشعب رعاية كاملة، وأن أحافظ على استقلال الوطن ووحدة وسلامة أراضيه"".", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,166," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٦)
يحدد القانون مرتب رئيس مجلس الوزراء، وأعضاء الحكومة، ولا يجوز لأى منهم أن يتقاضى أى مرتب، أو مكافأة أخرى، ولا أن يزاول طوال مدة توليه منصبه، بالذات أو بالواسطة، مهنة حرة، أو عملًا تجاريًا، أو ماليًا، أو صناعيًا، ولا أن يشترى، أو يستأجر شيئًا من أموال الدولة، أو أى من أشخاص القانون العام، أو شركات القطاع العام، أو قطاع الأعمال العام، ولا أن يؤجرها، أو يبيعها شيئًا من أمواله، ولا أن يقايضها عليه، ولا أن يبرم معها عقد التزام، أو توريد، أو مقاولة، أو غيرها ويقع باطلا أى من هذه التصرفات.
ويتعين على رئيس مجلس الوزراء، وأعضاء الحكومة تقديم إقرار ذمة مالية عند توليهم وتركهم مناصبهم، وفى نهاية كل عام، وينشر فى الجريدة الرسمية.
وإذا تلقى أى منهم، بالذات أو بالواسطة، هدية نقدية، أو عينية بسبب منصبه، أو بمناسبته، تؤول ملكيتها إلى الخزانة العامة للدولة، وذلك كله على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,167," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٧)
تمارس الحكومة، بوجه خاص، الاختصاصات الآتية:
١- الاشتراك مع رئيس الجمهورية فى وضع السياسة العامة للدولة، والإشراف على تنفيذها.
٢- المحافظة على أمن الوطن وحماية حقوق المواطنين ومصالح الدولة.
٣- توجيه أعمال الوزارات، والجهات، والهيئات العامة التابعة لها، والتنسيق بينها، ومتابعتها.
٤- إعداد مشروعات القوانين، والقرارات.
٥- إصدار القرارات الإدارية وفقًا للقانون، ومتابعة تنفيذها.
٦- إعداد مشروع الخطة العامة للدولة.
٧- إعداد مشروع الموازنة العامة للدولة.
٨- عقد القروض، ومنحها، وفقًا لأحكام الدستور.
٩- تنفيذ القوانين.

", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,168," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٨)
يتولى الوزير وضع سياسة وزارته بالتنسيق مع الجهات المعنية، ومتابعة تنفيذها، والتوجيه والرقابة، وذلك فى إطار السياسة العامة للدولة.
وتشمل مناصب الإدارة العليا لكل وزارة وكيلاً دائمًا، بما يكفل تحقيق الاستقرار المؤسسى ورفع مستوى الكفاءة فى تنفيذ سياستها.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,169," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٦٩)
يجوز لأى من أعضاء الحكومة إلقاء بيان أمام مجلس النواب، أو إحدى لجانه، عن موضوع يدخل فى اختصاصه.
ويناقش المجلس، أو اللجنة هذا البيان، ويبدى ما يرى بشأنه.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,170," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٧٠)
يصدر رئيس مجلس الوزراء اللوائح اللازمة لتنفيذ القوانين بما ليس فيه تعطيل، أو تعديل، أو إعفاء من تنفيذها، وله أن يفوض غيره فى إصدارها، إلا إذا حدد القانون من يصدر اللوائح اللازمة لتنفيذه.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,171," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٧١)
يصدر رئيس مجلس الوزراء القرارات اللازمة لإنشاء المرافق والمصالح العامة وتنظيمها، بعد موافقة مجلس الوزراء.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,172," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٧٢)
يصدر رئيس مجلس الوزراء لوائح الضبط، بعد موافقة مجلس الوزراء.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,173," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٧٣)
يخضع رئيس مجلس الوزراء وأعضاء الحكومة للقواعد العامة المنظمة لإجراءات التحقيق والمحاكمة، فى حالة ارتكابهم لجرائم أثناء ممارسة مهام وظائفهم أو بسببها، ولا يحول تركهم لمناصبهم دون إقامة الدعوى عليهم أو الاستمرار فيها.
وتطبق فى شأن اتهامهم بجريمة الخيانة العظمى، الأحكام الواردة فى المادة (١٥٩) من الدستور.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,174," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة
مادة (١٧٤)
إذا تقدم رئيس مجلس الوزراء بالاستقالة، وجب تقديم كتاب الاستقالة إلى رئيس الجمهورية، وإذا قدم أحد الوزراء استقالته وجب تقديمها إلى رئيس مجلس الوزراء.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثاني: الحكومة"
5,2,175," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية
مادة (١٧٥)
تقسم الدولة إلى وحدات إدارية تتمتع بالشخصية الاعتبارية، منها المحافظات، والمدن، والقرى، ويجوز إنشاء وحدات إدارية أخرى تكون لها الشخصية الاعتبارية، إذا اقتضت المصلحة العامة ذلك.
ويراعى عند انشاء أو إلغاء الوحدات المحلية أو تعديل الحدود بينها، الظروف الاقتصادية والاجتماعية، وذلك كله على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية"
5,2,176," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية
مادة (١٧٦)
تكفل الدولة دعم اللامركزية الإدارية والمالية والاقتصادية، وينظم القانون وسائل تمكين الوحدات الإدارية من توفير المرافق المحلية، والنهوض بها، وحسن إدارتها، ويحدد البرنامج الزمنى لنقل السلطات والموازنات إلى وحدات الإدارة المحلية.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية"
5,2,177," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية
مادة (١٧٧)
تكفل الدولة توفير ما تحتاجه الوحدات المحلية من معاونة علمية، وفنية، وإدارية، ومالية، وتضمن التوزيع العادل للمرافق، والخدمات، والموارد، وتقريب مستويات التنمية، وتحقيق العدالة الاجتماعية بين هذه الوحدات، طبقًا لما ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية"
5,2,178," الباب الخامس: نظام الحكم
 الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية
مادة (١٧٨)
يكون للوحدات المحلية موازنات مالية مستقلة.
يدخل فى مواردها ما تخصصه الدولة لها من موارد، والضرائب والرسوم ذات الطابع المحلى الأصلية، والإضافية، وتطبق فى تحصيلها القواعد، والإجراءات المتبعة فى تحصيل أموال الدولة.
وكل ذلك على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الثاني: السلطة التنفيذية

الفرع الثالث: الادارة المحلية"
